date,country,imports,industry
2016-09-01,China,16.503476,Appliances
2016-10-01,China,13.723924,Appliances
2016-11-01,China,13.612833,Appliances
2016-12-01,China,14.696183,Appliances
2017-01-01,China,16.263137,Appliances
2017-02-01,China,14.498075,Appliances
2017-03-01,China,7.398327,Appliances
2017-04-01,China,13.617625,Appliances
2017-05-01,China,16.610196,Appliances
2017-06-01,China,17.952431,Appliances
2017-07-01,China,15.345281,Appliances
2017-08-01,China,20.663153,Appliances
2017-09-01,China,17.274502,Appliances
2017-10-01,China,16.479089,Appliances
2017-11-01,China,14.528359,Appliances
2017-12-01,China,15.40986,Appliances
2018-01-01,China,18.159099,Appliances
2018-02-01,China,18.248035,Appliances
2018-03-01,China,10.75,Appliances
2018-04-01,China,12.456175,Appliances
2018-05-01,China,17.90819,Appliances
2018-06-01,China,17.538595,Appliances
2018-07-01,China,18.728259,Appliances
2018-08-01,China,20.8705,Appliances
2018-09-01,China,18.537035,Appliances
2018-10-01,China,19.907442,Appliances
2018-11-01,China,12.711028,Appliances
2018-12-01,China,14.938569,Appliances
2019-01-01,China,21.523454,Appliances
2019-02-01,China,17.663042,Appliances
2019-03-01,China,12.674405,Appliances
2019-04-01,China,18.276755,Appliances
2019-05-01,China,26.108257,Appliances
2019-06-01,China,23.779173,Appliances
2019-07-01,China,24.25335,Appliances
2019-08-01,China,25.16106,Appliances
2019-09-01,China,19.988468,Appliances
2019-10-01,China,16.981479,Appliances
2019-11-01,China,17.594528,Appliances
2019-12-01,China,13.650641,Appliances
2020-01-01,China,16.231042,Appliances
2020-02-01,China,10.004827,Appliances
2020-03-01,China,6.881611,Appliances
2020-04-01,China,8.748019,Appliances
2020-05-01,China,15.214375,Appliances
2020-06-01,China,21.889488,Appliances
2020-07-01,China,26.070724,Appliances
2020-08-01,China,19.173275,Appliances
2020-09-01,China,25.005269,Appliances
2020-10-01,China,24.341565,Appliances
2020-11-01,China,22.107496,Appliances
2020-12-01,China,25.273936,Appliances
2021-01-01,China,27.765754,Appliances
2021-02-01,China,25.752808,Appliances
2021-03-01,China,23.614924,Appliances
2021-04-01,China,16.260916,Appliances
2021-05-01,China,20.12484,Appliances
2021-06-01,China,21.860035,Appliances
2021-07-01,China,23.809446,Appliances
2021-08-01,China,24.122891,Appliances
2021-09-01,China,29.931209,Appliances
2021-10-01,China,27.965339,Appliances
2021-11-01,China,27.411911,Appliances
2021-12-01,China,29.1109,Appliances
2022-01-01,China,31.579284,Appliances
2022-02-01,China,27.927715,Appliances
2022-03-01,China,31.3058,Appliances
2022-04-01,China,20.564841,Appliances
2022-05-01,China,27.209514,Appliances
2022-06-01,China,27.705818,Appliances
2022-07-01,China,23.183804,Appliances
2022-08-01,China,21.779776,Appliances
2022-09-01,China,20.620664,Appliances
2022-10-01,China,17.573136,Appliances
2022-11-01,China,18.299489,Appliances
2022-12-01,China,15.719349,Appliances
2023-01-01,China,19.312293,Appliances
2023-02-01,China,17.051318,Appliances
2023-03-01,China,16.115508,Appliances
2023-04-01,China,19.932283,Appliances
2023-05-01,China,27.636477,Appliances
2023-06-01,China,26.205923,Appliances
2023-07-01,China,23.19412,Appliances
2023-08-01,China,24.670107,Appliances
2023-09-01,China,27.160202,Appliances
2023-10-01,China,23.065755,Appliances
2023-11-01,China,20.652977,Appliances
2023-12-01,China,17.196918,Appliances
2024-01-01,China,21.740448,Appliances
2024-02-01,China,22.850723,Appliances
2024-03-01,China,19.306672,Appliances
2024-04-01,China,22.97066,Appliances
2024-05-01,China,24.857251,Appliances
2024-06-01,China,25.388146,Appliances
2024-07-01,China,28.533026,Appliances
2024-08-01,China,23.593088,Appliances
2024-09-01,China,30.658934,Appliances
2024-10-01,China,22.666053,Appliances
2024-11-01,China,31.392437,Appliances
2024-12-01,China,16.028644,Appliances
2025-01-01,China,25.807994,Appliances
2025-02-01,China,18.034032,Appliances
2025-03-01,China,11.668751,Appliances
2025-04-01,China,16.507173,Appliances
2025-05-01,China,8.889147,Appliances
2025-06-01,China,8.959001,Appliances
2025-07-01,China,20.646275,Appliances
2025-08-01,China,19.286135,Appliances
2015-01-01,Mexico,0.026121,Appliances
2015-02-01,Mexico,0.066583,Appliances
2015-03-01,Mexico,0.032492,Appliances
2015-04-01,Mexico,0.022797,Appliances
2015-05-01,Mexico,0.026597,Appliances
2015-06-01,Mexico,0.008522,Appliances
2015-07-01,Mexico,0.046569,Appliances
2015-08-01,Mexico,0.028575,Appliances
2015-10-01,Mexico,0.028534,Appliances
2015-11-01,Mexico,0.015277,Appliances
2015-12-01,Mexico,0.039089,Appliances
2016-01-01,Mexico,0.012161,Appliances
2016-02-01,Mexico,0.025953,Appliances
2016-03-01,Mexico,0.03932,Appliances
2016-04-01,Mexico,0.015553,Appliances
2016-05-01,Mexico,0.043226,Appliances
2016-07-01,Mexico,0.028619,Appliances
2016-08-01,Mexico,0.021326,Appliances
2016-09-01,Mexico,0.031958,Appliances
2016-10-01,Mexico,0.006433,Appliances
2016-11-01,Mexico,0.016104,Appliances
2017-01-01,Mexico,0.029086,Appliances
2017-02-01,Mexico,0.010703,Appliances
2017-03-01,Mexico,0.015381,Appliances
2017-04-01,Mexico,0.030276,Appliances
2017-05-01,Mexico,0.018699,Appliances
2017-06-01,Mexico,0.006076,Appliances
2017-07-01,Mexico,0.017806,Appliances
2017-08-01,Mexico,0.014142,Appliances
2017-09-01,Mexico,0.011104,Appliances
2017-11-01,Mexico,0.021737,Appliances
2017-12-01,Mexico,0.042918,Appliances
2018-01-01,Mexico,0.003509,Appliances
2018-02-01,Mexico,0.021737,Appliances
2018-03-01,Mexico,0.013671,Appliances
2018-04-01,Mexico,0.016487,Appliances
2018-05-01,Mexico,0.029123,Appliances
2018-06-01,Mexico,0.06541,Appliances
2018-07-01,Mexico,0.168177,Appliances
2018-08-01,Mexico,0.164019,Appliances
2018-09-01,Mexico,0.140286,Appliances
2018-10-01,Mexico,0.134856,Appliances
2018-11-01,Mexico,0.057961,Appliances
2018-12-01,Mexico,0.065537,Appliances
2019-01-01,Mexico,0.075586,Appliances
2019-02-01,Mexico,0.067277,Appliances
2019-03-01,Mexico,0.16045,Appliances
2019-04-01,Mexico,0.121398,Appliances
2019-05-01,Mexico,0.096734,Appliances
2019-06-01,Mexico,0.108285,Appliances
2019-07-01,Mexico,0.080423,Appliances
2019-08-01,Mexico,0.039239,Appliances
2019-09-01,Mexico,0.047021,Appliances
2019-10-01,Mexico,0.084701,Appliances
2019-11-01,Mexico,0.141108,Appliances
2019-12-01,Mexico,0.039689,Appliances
2020-01-01,Mexico,0.056813,Appliances
2020-02-01,Mexico,0.080271,Appliances
2020-03-01,Mexico,0.07577,Appliances
2020-04-01,Mexico,0.003608,Appliances
2020-05-01,Mexico,0.007216,Appliances
2020-06-01,Mexico,0.073061,Appliances
2020-07-01,Mexico,0.117265,Appliances
2020-08-01,Mexico,0.090204,Appliances
2020-09-01,Mexico,0.063142,Appliances
2020-10-01,Mexico,0.135306,Appliances
2020-11-01,Mexico,0.110199,Appliances
2020-12-01,Mexico,0.064796,Appliances
2021-01-01,Mexico,0.125384,Appliances
2021-02-01,Mexico,0.137486,Appliances
2021-03-01,Mexico,0.179957,Appliances
2021-04-01,Mexico,0.153348,Appliances
2021-05-01,Mexico,0.215244,Appliances
2021-06-01,Mexico,0.159305,Appliances
2021-07-01,Mexico,0.136617,Appliances
2021-08-01,Mexico,0.134666,Appliances
2021-09-01,Mexico,0.096518,Appliances
2021-10-01,Mexico,0.128917,Appliances
2021-11-01,Mexico,0.108245,Appliances
2021-12-01,Mexico,0.085694,Appliances
2022-01-01,Mexico,0.139815,Appliances
2022-02-01,Mexico,0.171388,Appliances
2022-03-01,Mexico,0.184166,Appliances
2022-04-01,Mexico,0.099222,Appliances
2022-05-01,Mexico,0.20076,Appliances
2022-06-01,Mexico,0.072846,Appliances
2022-07-01,Mexico,0.315869,Appliances
2022-08-01,Mexico,0.63335,Appliances
2022-09-01,Mexico,0.670803,Appliances
2022-10-01,Mexico,0.817298,Appliances
2022-11-01,Mexico,0.622747,Appliances
2022-12-01,Mexico,0.316124,Appliances
2023-01-01,Mexico,0.43178,Appliances
2023-02-01,Mexico,0.609117,Appliances
2023-03-01,Mexico,0.544049,Appliances
2023-04-01,Mexico,0.39207,Appliances
2023-05-01,Mexico,0.354729,Appliances
2023-06-01,Mexico,0.13069,Appliances
2023-08-01,Mexico,0.271048,Appliances
2023-09-01,Mexico,0.464438,Appliances
2023-10-01,Mexico,0.70652,Appliances
2023-11-01,Mexico,0.606817,Appliances
2023-12-01,Mexico,0.262121,Appliances
2024-01-01,Mexico,0.05003,Appliances
2024-03-01,Mexico,0.187613,Appliances
2024-06-01,Mexico,0.742413,Appliances
2024-07-01,Mexico,0.125701,Appliances
2024-08-01,Mexico,0.301689,Appliances
2024-09-01,Mexico,0.574723,Appliances
2024-10-01,Mexico,0.202623,Appliances
2024-11-01,Mexico,0.727315,Appliances
2024-12-01,Mexico,0.263731,Appliances
2025-01-01,Mexico,0.015455,Appliances
2025-04-01,Mexico,0.10305,Appliances
2025-05-01,Mexico,0.153179,Appliances
2025-06-01,Mexico,0.090751,Appliances
2025-07-01,Mexico,0.504892,Appliances
2025-08-01,Mexico,0.152428,Appliances
2015-01-01,USMCA - U.S.-Mexico-Canada Agreement,0.026121,Appliances
2015-02-01,USMCA - U.S.-Mexico-Canada Agreement,0.066583,Appliances
2015-03-01,USMCA - U.S.-Mexico-Canada Agreement,0.032492,Appliances
2015-04-01,USMCA - U.S.-Mexico-Canada Agreement,0.022797,Appliances
2015-05-01,USMCA - U.S.-Mexico-Canada Agreement,0.304154,Appliances
2015-06-01,USMCA - U.S.-Mexico-Canada Agreement,0.008522,Appliances
2015-07-01,USMCA - U.S.-Mexico-Canada Agreement,0.046569,Appliances
2015-08-01,USMCA - U.S.-Mexico-Canada Agreement,0.028575,Appliances
2015-10-01,USMCA - U.S.-Mexico-Canada Agreement,0.028534,Appliances
2015-11-01,USMCA - U.S.-Mexico-Canada Agreement,0.015277,Appliances
2015-12-01,USMCA - U.S.-Mexico-Canada Agreement,0.039089,Appliances
2016-01-01,USMCA - U.S.-Mexico-Canada Agreement,0.012161,Appliances
2016-02-01,USMCA - U.S.-Mexico-Canada Agreement,0.025953,Appliances
2016-03-01,USMCA - U.S.-Mexico-Canada Agreement,0.03932,Appliances
2016-04-01,USMCA - U.S.-Mexico-Canada Agreement,0.015553,Appliances
2016-05-01,USMCA - U.S.-Mexico-Canada Agreement,0.043226,Appliances
2016-07-01,USMCA - U.S.-Mexico-Canada Agreement,0.028619,Appliances
2016-08-01,USMCA - U.S.-Mexico-Canada Agreement,0.021326,Appliances
2016-09-01,USMCA - U.S.-Mexico-Canada Agreement,0.031958,Appliances
2016-10-01,USMCA - U.S.-Mexico-Canada Agreement,0.006433,Appliances
2016-11-01,USMCA - U.S.-Mexico-Canada Agreement,0.016104,Appliances
2017-01-01,USMCA - U.S.-Mexico-Canada Agreement,0.029086,Appliances
2017-02-01,USMCA - U.S.-Mexico-Canada Agreement,0.010703,Appliances
2017-03-01,USMCA - U.S.-Mexico-Canada Agreement,0.015381,Appliances
2017-04-01,USMCA - U.S.-Mexico-Canada Agreement,0.030276,Appliances
2017-05-01,USMCA - U.S.-Mexico-Canada Agreement,0.018699,Appliances
2017-06-01,USMCA - U.S.-Mexico-Canada Agreement,0.059,Appliances
2017-07-01,USMCA - U.S.-Mexico-Canada Agreement,0.038351,Appliances
2017-08-01,USMCA - U.S.-Mexico-Canada Agreement,0.018854,Appliances
2017-09-01,USMCA - U.S.-Mexico-Canada Agreement,0.011104,Appliances
2017-11-01,USMCA - U.S.-Mexico-Canada Agreement,0.021737,Appliances
2017-12-01,USMCA - U.S.-Mexico-Canada Agreement,0.042918,Appliances
2018-01-01,USMCA - U.S.-Mexico-Canada Agreement,0.003509,Appliances
2018-02-01,USMCA - U.S.-Mexico-Canada Agreement,0.032611,Appliances
2018-03-01,USMCA - U.S.-Mexico-Canada Agreement,0.013671,Appliances
2018-04-01,USMCA - U.S.-Mexico-Canada Agreement,0.016487,Appliances
2018-05-01,USMCA - U.S.-Mexico-Canada Agreement,0.029123,Appliances
2018-06-01,USMCA - U.S.-Mexico-Canada Agreement,0.06541,Appliances
2018-07-01,USMCA - U.S.-Mexico-Canada Agreement,0.168177,Appliances
2018-08-01,USMCA - U.S.-Mexico-Canada Agreement,0.164019,Appliances
2018-09-01,USMCA - U.S.-Mexico-Canada Agreement,0.140286,Appliances
2018-10-01,USMCA - U.S.-Mexico-Canada Agreement,0.134856,Appliances
2018-11-01,USMCA - U.S.-Mexico-Canada Agreement,0.057961,Appliances
2018-12-01,USMCA - U.S.-Mexico-Canada Agreement,0.065537,Appliances
2019-01-01,USMCA - U.S.-Mexico-Canada Agreement,0.077663,Appliances
2019-02-01,USMCA - U.S.-Mexico-Canada Agreement,0.067277,Appliances
2019-03-01,USMCA - U.S.-Mexico-Canada Agreement,0.16045,Appliances
2019-04-01,USMCA - U.S.-Mexico-Canada Agreement,0.121398,Appliances
2019-05-01,USMCA - U.S.-Mexico-Canada Agreement,0.096734,Appliances
2019-06-01,USMCA - U.S.-Mexico-Canada Agreement,0.108285,Appliances
2019-07-01,USMCA - U.S.-Mexico-Canada Agreement,0.080423,Appliances
2019-08-01,USMCA - U.S.-Mexico-Canada Agreement,0.039239,Appliances
2019-09-01,USMCA - U.S.-Mexico-Canada Agreement,0.047021,Appliances
2019-10-01,USMCA - U.S.-Mexico-Canada Agreement,0.084701,Appliances
2019-11-01,USMCA - U.S.-Mexico-Canada Agreement,0.141108,Appliances
2019-12-01,USMCA - U.S.-Mexico-Canada Agreement,0.039689,Appliances
2020-01-01,USMCA - U.S.-Mexico-Canada Agreement,0.056813,Appliances
2020-02-01,USMCA - U.S.-Mexico-Canada Agreement,0.080271,Appliances
2020-03-01,USMCA - U.S.-Mexico-Canada Agreement,0.07577,Appliances
2020-04-01,USMCA - U.S.-Mexico-Canada Agreement,0.003608,Appliances
2020-05-01,USMCA - U.S.-Mexico-Canada Agreement,0.007216,Appliances
2020-06-01,USMCA - U.S.-Mexico-Canada Agreement,0.073061,Appliances
2020-07-01,USMCA - U.S.-Mexico-Canada Agreement,0.117265,Appliances
2020-08-01,USMCA - U.S.-Mexico-Canada Agreement,0.090204,Appliances
2020-09-01,USMCA - U.S.-Mexico-Canada Agreement,0.063142,Appliances
2020-10-01,USMCA - U.S.-Mexico-Canada Agreement,0.135306,Appliances
2020-11-01,USMCA - U.S.-Mexico-Canada Agreement,0.110199,Appliances
2020-12-01,USMCA - U.S.-Mexico-Canada Agreement,0.064796,Appliances
2021-01-01,USMCA - U.S.-Mexico-Canada Agreement,0.125384,Appliances
2021-02-01,USMCA - U.S.-Mexico-Canada Agreement,0.137486,Appliances
2021-03-01,USMCA - U.S.-Mexico-Canada Agreement,0.179957,Appliances
2021-04-01,USMCA - U.S.-Mexico-Canada Agreement,0.158548,Appliances
2021-05-01,USMCA - U.S.-Mexico-Canada Agreement,0.215244,Appliances
2021-06-01,USMCA - U.S.-Mexico-Canada Agreement,0.159305,Appliances
2021-07-01,USMCA - U.S.-Mexico-Canada Agreement,0.136617,Appliances
2021-08-01,USMCA - U.S.-Mexico-Canada Agreement,0.134666,Appliances
2021-09-01,USMCA - U.S.-Mexico-Canada Agreement,0.096518,Appliances
2021-10-01,USMCA - U.S.-Mexico-Canada Agreement,0.128917,Appliances
2021-11-01,USMCA - U.S.-Mexico-Canada Agreement,0.112985,Appliances
2021-12-01,USMCA - U.S.-Mexico-Canada Agreement,0.085694,Appliances
2022-01-01,USMCA - U.S.-Mexico-Canada Agreement,0.244188,Appliances
2022-02-01,USMCA - U.S.-Mexico-Canada Agreement,0.171388,Appliances
2022-03-01,USMCA - U.S.-Mexico-Canada Agreement,0.184166,Appliances
2022-04-01,USMCA - U.S.-Mexico-Canada Agreement,0.099222,Appliances
2022-05-01,USMCA - U.S.-Mexico-Canada Agreement,0.20076,Appliances
2022-06-01,USMCA - U.S.-Mexico-Canada Agreement,0.072846,Appliances
2022-07-01,USMCA - U.S.-Mexico-Canada Agreement,0.315869,Appliances
2022-08-01,USMCA - U.S.-Mexico-Canada Agreement,0.63335,Appliances
2022-09-01,USMCA - U.S.-Mexico-Canada Agreement,0.670803,Appliances
2022-10-01,USMCA - U.S.-Mexico-Canada Agreement,0.819639,Appliances
2022-11-01,USMCA - U.S.-Mexico-Canada Agreement,0.622747,Appliances
2022-12-01,USMCA - U.S.-Mexico-Canada Agreement,0.316124,Appliances
2023-01-01,USMCA - U.S.-Mexico-Canada Agreement,0.43178,Appliances
2023-02-01,USMCA - U.S.-Mexico-Canada Agreement,0.609117,Appliances
2023-03-01,USMCA - U.S.-Mexico-Canada Agreement,0.544049,Appliances
2023-04-01,USMCA - U.S.-Mexico-Canada Agreement,0.394303,Appliances
2023-05-01,USMCA - U.S.-Mexico-Canada Agreement,0.354729,Appliances
2023-06-01,USMCA - U.S.-Mexico-Canada Agreement,0.13069,Appliances
2023-07-01,USMCA - U.S.-Mexico-Canada Agreement,0.023085,Appliances
2023-08-01,USMCA - U.S.-Mexico-Canada Agreement,0.274948,Appliances
2023-09-01,USMCA - U.S.-Mexico-Canada Agreement,0.464438,Appliances
2023-10-01,USMCA - U.S.-Mexico-Canada Agreement,0.71532,Appliances
2023-11-01,USMCA - U.S.-Mexico-Canada Agreement,0.60942,Appliances
2023-12-01,USMCA - U.S.-Mexico-Canada Agreement,0.270751,Appliances
2024-01-01,USMCA - U.S.-Mexico-Canada Agreement,0.05003,Appliances
2024-03-01,USMCA - U.S.-Mexico-Canada Agreement,0.187613,Appliances
2024-06-01,USMCA - U.S.-Mexico-Canada Agreement,0.744573,Appliances
2024-07-01,USMCA - U.S.-Mexico-Canada Agreement,0.128531,Appliances
2024-08-01,USMCA - U.S.-Mexico-Canada Agreement,0.301689,Appliances
2024-09-01,USMCA - U.S.-Mexico-Canada Agreement,0.582323,Appliances
2024-10-01,USMCA - U.S.-Mexico-Canada Agreement,0.259779,Appliances
2024-11-01,USMCA - U.S.-Mexico-Canada Agreement,0.738676,Appliances
2024-12-01,USMCA - U.S.-Mexico-Canada Agreement,0.263731,Appliances
2025-01-01,USMCA - U.S.-Mexico-Canada Agreement,0.07643,Appliances
2025-02-01,USMCA - U.S.-Mexico-Canada Agreement,0.003,Appliances
2025-03-01,USMCA - U.S.-Mexico-Canada Agreement,0.005725,Appliances
2025-04-01,USMCA - U.S.-Mexico-Canada Agreement,0.10305,Appliances
2025-05-01,USMCA - U.S.-Mexico-Canada Agreement,0.153179,Appliances
2025-06-01,USMCA - U.S.-Mexico-Canada Agreement,0.090751,Appliances
2025-07-01,USMCA - U.S.-Mexico-Canada Agreement,0.504892,Appliances
2025-08-01,USMCA - U.S.-Mexico-Canada Agreement,0.159688,Appliances
