Standard Report - Imports,,,
Current date: 11/21/2025 7:43 PM (Eastern Standard Time),,,
Measures: Customs Value (Gen) ($US),,,
Commodity,Country,Time,Customs Value (Gen) ($US)
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Dec-17,"171,221,706"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,2018,"2,370,026,415"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Jan-18,"162,783,160"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Feb-18,"136,776,701"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Mar-18,"142,753,648"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Apr-18,"167,428,159"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,May-18,"210,169,655"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Jun-18,"237,797,540"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Jul-18,"238,371,295"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Aug-18,"230,707,424"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Sep-18,"217,877,587"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Oct-18,"227,441,639"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Nov-18,"193,191,124"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Dec-18,"204,728,483"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,2019,"1,783,981,711"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Jan-19,"127,368,234"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Feb-19,"98,600,376"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Mar-19,"113,929,207"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Apr-19,"131,631,909"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,May-19,"177,916,823"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Jun-19,"173,443,007"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Jul-19,"179,114,277"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Aug-19,"159,949,447"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Sep-19,"178,947,156"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Oct-19,"156,018,079"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Nov-19,"144,784,924"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Dec-19,"142,278,272"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,2020,"2,587,189,182"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Jan-20,"149,043,599"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Feb-20,"107,984,334"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Mar-20,"75,639,354"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Apr-20,"145,299,647"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,May-20,"197,003,169"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Jun-20,"234,777,986"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Jul-20,"259,900,758"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Aug-20,"259,425,252"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Sep-20,"270,614,337"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Oct-20,"290,284,435"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Nov-20,"293,956,887"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Dec-20,"303,259,424"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,2021,"3,043,267,175"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Jan-21,"304,448,263"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Feb-21,"227,684,489"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Mar-21,"258,544,044"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Apr-21,"246,748,516"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,May-21,"253,900,224"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Jun-21,"236,252,363"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Jul-21,"216,121,156"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Aug-21,"256,895,351"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Sep-21,"236,105,982"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Oct-21,"268,812,139"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Nov-21,"274,888,218"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Dec-21,"262,866,430"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,2022,"2,900,520,077"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Jan-22,"284,396,170"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Feb-22,"241,909,782"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Mar-22,"268,364,241"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Apr-22,"306,109,720"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,May-22,"306,211,064"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Jun-22,"262,088,023"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Jul-22,"255,176,037"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Aug-22,"252,098,580"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Sep-22,"213,814,628"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Oct-22,"198,880,974"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Nov-22,"155,159,438"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Dec-22,"156,311,420"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,2023,"2,213,494,442"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Jan-23,"160,772,409"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Feb-23,"140,306,729"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Mar-23,"138,983,142"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Apr-23,"176,550,639"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,May-23,"184,127,027"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Jun-23,"183,979,306"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Jul-23,"177,997,410"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Aug-23,"184,886,572"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Sep-23,"207,171,360"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Oct-23,"235,828,018"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Nov-23,"213,309,857"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Dec-23,"209,581,973"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,2024,"2,595,274,074"
"8418 Refrigerators, Freezers Etc; Heat Pumps Nesoi, Pts",China,Jan-24,"219,485,450"
